StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1. Metadata_Browser,Q1. Metadata_Version,Q1. Metadata_Operating System,Q1. Metadata_Resolution,Q2. Time_First Click,Q2. Time_Last Click,Q2. Time_Page Submit,Q2. Time_Click Count,Q3. Consent,"Q10. GS1, Time_First Click","Q10. GS1, Time_Last Click","Q10. GS1, Time_Page Submit","Q10. GS1, Time_Click Count","Q12. GS1, Option","Q13. GS1, Rating","Q13. GS1, Rationale","Q10. GS2, Time_First Click","Q10. GS2, Time_Last Click","Q10. GS2, Time_Page Submit","Q10. GS2, Time_Click Count","Q12. GS2, Option","Q13. GS2, Rating","Q14. GS2, Rationale","Q10. GS3, Time_First Click","Q10. GS3, Time_Last Click","Q10. GS3, Time_Page Submit","Q10. GS3, Time_Click Count","Q12. GS3, Option.","Q13. GS3, Rating","Q14. GS3, Rationle","Q10. LS1, Time_First Click","Q10. LS1, Time_Last Click","Q10. LS1, Time_Page Submit","Q10. LS1, Time_Click Count","Q12. LS1, Option","Q13. LS1, Rating","Q14. LS1, Rationale","Q10. LS2, Time_First Click","Q10. LS2, Time_Last Click","Q10. LS2, Time_Page Submit","Q10. LS2, Time_Click Count","Q12. LS2, Option","Q13. LS2, Rating","Q14. LS2, Rationale","Q10. LS3, Time_First Click","Q10. LS3, Time_Last Click","Q10. LS3, Time_Page Submit","Q10. LS3, Time_Click Count","Q12. LS3, Option","Q13. LS3, Rating","Q14. LS3, Rationale",Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q. NEP_1,Q. NEP_2,Q. NEP_3,Q. NEP_4,Q. NEP_5,Q. NEP_6,Q. NEP_7,Q. NEP_8,"Q4. Dem, Time1_First Click","Q4. Dem, Time1_Last Click","Q4. Dem, Time1_Page Submit","Q4. Dem, Time1_Click Count",Q5. Age,Q6. Gender,Q6. Gender_4_TEXT,Q8. Ethnicity,Q8. Ethnicity_6_TEXT,"Q7. Dem, Time2_First Click","Q7. Dem, Time2_Last Click","Q7. Dem, Time2_Page Submit","Q7. Dem, Time2_Click Count",Q9. Education,Q10. Country,Q10. Student,Q91,Q62,Q62_2_TEXT,Q63,Q63_2_TEXT,Q61,Condition
7/4/23 0:59,7/4/23 1:11,IP Address,100,685,TRUE,7/4/23 1:11,R_21hLoybmI8jdgil,anonymous,EN,0.100000001,Chrome,109.0.0.0,Windows NT 6.1,1360x768,169.581,197.493,198.238,3,"Yes, I provide my consent and want to take part.",,,,,,,,2.216,125.466,128.485,16,Proposal A,4: No preference for Proposal A or B,a insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.432,108.032,112.956,9,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,17.456,25.511,26.692,2,25 - 34 years old,Male,,White or Caucasian,,2.647,39.432,39.92,8,Bachelor's degree,America,No,Yes,Yes,,Yes,,no,1
7/4/23 0:59,7/4/23 1:11,IP Address,100,693,TRUE,7/4/23 1:11,R_3qOFWUr60m9KJmX,anonymous,EN,0.100000001,Chrome,109.0.0.0,Windows NT 10.0,1360x768,163.887,192.543,193.492,3,"Yes, I provide my consent and want to take part.",45.176,139.182,140.136,10,Proposal A,4: No preference for Proposal A or B,a insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.661,83.027,86.497,11,3: Neutral,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,17.812,18.801,24.458,2,25 - 34 years old,Male,,White or Caucasian,,2.655,26.983,29.432,7,Bachelor's degree,America,No,Yes,Yes,,Yes,,no,0
7/4/23 2:12,7/4/23 2:19,IP Address,100,421,TRUE,7/4/23 2:19,R_UKfTzLjBP6Eef73,anonymous,EN,0.400000006,Chrome,109.0.0.0,Windows NT 10.0,480x800,38.099,38.099,39.244,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.471,100.818,102.965,11,Proposal B,7: Strong Preference for Proposal B,Better believe it than believe it.,,,,,,,,15.502,84.87,87.059,16,4: Somewhat Disagree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",6.267,6.267,7.938,1,35 - 44 years old,Male,,White or Caucasian,,11.515,36.054,37.006,4,Bachelor's degree,America,No,Yes,Yes,,Yes,,,4
7/4/23 2:20,7/4/23 2:25,IP Address,100,287,TRUE,7/4/23 2:25,R_3McBb5a7BEZH7r7,anonymous,EN,0.400000006,Chrome,109.0.0.0,Windows NT 10.0,480x800,19.62,19.62,20.503,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,14.795,56.218,57.783,4,Proposal B,7: Strong Preference for Proposal B,https://lse.eu.qualtrics.com/jfe/form/SV_brLsIIwq9gdB6SO,,,,,,,,,,,,,,,38.797,87.771,88.98,12,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",13.274,13.274,15.807,1,25 - 34 years old,Female,,White or Caucasian,,3.202,29.98,30.87,6,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,Yes,Yes,Yes,,Yes,,,3
7/4/23 3:43,7/4/23 3:44,IP Address,100,105,TRUE,7/4/23 3:44,R_1jHPMr958iwrKWk,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 6.1,480x800,3.871,3.871,4.404,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,11.776,20.625,20.628,4,Proposal A,3: Slight Preference for Propsal A,,,,,,,,,,,,,,,,,,,,,,,1.565,11.188,11.822,8,2: Somewhat Agree,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,1.301,1.301,2.707,1,35 - 44 years old,Male,,White or Caucasian,,3.38,22.028,22.802,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,No,Yes,,Yes,,,2
7/4/23 3:43,7/4/23 3:45,IP Address,100,133,TRUE,7/4/23 3:45,R_2EavUJ1thhMSDhX,anonymous,EN,0.400000006,Chrome,109.0.0.0,Windows NT 10.0,480x800,13.704,13.704,14.795,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.771,19.02,19.03,4,Proposal A,7: Strong Preference for Proposal B,,3.899,20.812,22.271,8,2: Somewhat Agree,4: Somewhat Disagree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","5: Strongly
Disagree",2: Somewhat Agree,3: Neutral,1.441,1.441,3.301,1,25 - 34 years old,Non-binary / third gender,,Black/African/Caribbean,,3.761,8.914,8.92,3,Completed high school / secondary school,,Yes,Yes,Yes,,Yes,,,5
7/4/23 3:46,7/4/23 3:50,IP Address,100,253,TRUE,7/4/23 3:50,R_3qsq9Z60ophSw1N,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,480x800,10.785,10.785,11.771,1,"Yes, I provide my consent and want to take part.",,,,,,,,48.415,144.246,147.189,9,Proposal A,7: Strong Preference for Proposal B,Free communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565,9.463,11.552,14,2: Somewhat Agree,4: Somewhat Disagree,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",3: Neutral,2: Somewhat Agree,2.498,2.498,4.101,1,18 - 24 years old,Female,,Asian,,1.918,6.103,6.11,3,Associates or technical degree,,Yes,Yes,Yes,,Yes,,,1
7/4/23 7:32,7/4/23 7:36,IP Address,100,233,TRUE,7/4/23 7:36,R_vuboPvGR1aCQ2Gd,anonymous,EN,0,Chrome,109.0.0.0,Windows NT 10.0,1366x768,11.636,11.636,12.351,1,"Yes, I provide my consent and want to take part.",,,,,,,,8.401,20.999,23.065,3,Proposal A,3: Slight Preference for Propsal A,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.561,9.826,11.474,9,3: Neutral,3: Neutral,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,4: Somewhat Disagree,4: Somewhat Disagree,1.695,1.695,2.104,1,45 - 54 years old,Non-binary / third gender,,Black/African/Caribbean,,0.893,11.142,15.127,3,Bachelor's degree,France,Yes,No,Yes,,Yes,,yes,1
7/4/23 7:36,7/4/23 7:39,IP Address,100,183,TRUE,7/4/23 7:39,R_2PClEml8KsjRdBP,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1920x1080,5.219,5.219,6.462,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.498,57.226,89.094,3,Proposal B,3: Slight Preference for Propsal A,"A chance no-one will die is still better than a certainty that some will die, I want to hope for the best outcome.",4.902,34.625,35.485,9,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",1.627,1.627,2.871,1,35 - 44 years old,Female,,White or Caucasian,,2.248,6.944,8.404,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",UK,Yes,No,Yes,,Yes,,"An excellent survey, well paced and easy to understand",5
7/4/23 8:46,7/4/23 8:50,IP Address,100,207,TRUE,7/4/23 8:50,R_2wzyn2j2fHiS98W,anonymous,EN,0.100000001,Chrome,109.0.0.0,Windows NT 10.0,1600x1200,11.496,11.496,15.072,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.421,11.285,18.692,4,Proposal A,1: Strong Preference for Proposal A,good,,,,,,,,1.481,7.937,9.446,8,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,4: Somewhat Disagree,4: Somewhat Disagree,0.74,0.74,1.806,1,35 - 44 years old,Female,,Black/African/Caribbean,,0.875,12.013,12.406,5,Completed high school / secondary school,France,Yes,No,Yes,,Yes,,no,4
7/5/23 1:36,7/5/23 1:41,IP Address,100,295,TRUE,7/5/23 1:41,R_1jvT1o3ejFswDZa,anonymous,EN,0.400000006,Chrome,109.0.0.0,Windows NT 10.0,1280x1024,8.77,12.962,14.778,2,"Yes, I provide my consent and want to take part.",6.271,9.263,10.609,2,Proposal B,7: Strong Preference for Proposal B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.628,71.524,73.901,13,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,13.134,21.631,22.683,2,18 - 24 years old,Female,,White or Caucasian,,45.791,64.861,66.235,4,Bachelor's degree,America,Yes,Yes,Yes,,Yes,,,0
7/5/23 1:52,7/5/23 1:59,IP Address,100,429,TRUE,7/5/23 1:59,R_2wLdljd7J0G61zK,anonymous,EN,0.100000001,Chrome,109.0.0.0,Windows NT 6.1,2560x1440,19.723,19.723,20.443,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,37.104,154.118,156.295,7,Proposal B,5: Slight reference for Proposal B,"Plan A is death, Plan B is possible survival, since it is possible, why not try Plan B",,,,,,,,,,,,,,,14.073,20.64,21.641,8,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,3.821,3.821,4.574,1,25 - 34 years old,Male,,White or Caucasian,,37.684,74.197,75.029,15,Bachelor's degree,France,No,No,Yes,,Yes,,no,3
7/5/23 3:03,7/5/23 3:08,IP Address,100,323,TRUE,7/5/23 3:08,R_3siteL17f7B7sUH,anonymous,EN,0.699999988,Chrome,109.0.0.0,Windows NT 10.0,480x800,19.682,19.682,21.064,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.269,117.125,118.852,7,Proposal A,2: Preference for Proposal A,It fits my idea,3.12,46.818,48.459,10,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2.056,2.056,3.668,1,25 - 34 years old,Female,,White or Caucasian,,3.426,13.41,14.21,3,Bachelor's degree,中国,Yes,Yes,Yes,,Yes,,no,5
6/30/23 4:30,6/30/23 4:33,IP Address,60,154,FALSE,7/7/23 4:33,R_T25wYbaIJxpvuyl,anonymous,EN,0.899999976,Firefox,114,Macintosh,1280x800,9.166,9.166,10.654,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/23 4:38,7/7/23 4:41,IP Address,100,183,TRUE,7/7/23 4:41,R_3F27J66mes4aCfT,anonymous,EN,1,Edge,114.0.1823.67,Windows NT 10.0,1920x1080,3.495,3.495,4.571,1,"Yes, I provide my consent and want to take part.",26.794,37.859,72.74,4,Proposal A,3: Slight Preference for Propsal A,"Wouldn't want to be responsible for the loss of all life, doing your best to save what is possible seems to be the best option.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.404,30.54,31.422,9,"1: Strongly
Agree",3: Neutral,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",1.982,1.982,3.438,1,25 - 34 years old,Female,,White or Caucasian,,5.136,14.618,15.236,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",UK,Yes,No,Yes,,Yes,,Thought there may have been other scenarios to give opinions on.  I hope you have enough data and wish you luck.,0
6/30/23 8:05,6/30/23 8:05,IP Address,58,28,FALSE,7/7/23 8:05,R_2PcaLXDW445t48C,anonymous,EN,,Chrome,111.0.0.0,Windows NT 6.3,1920x1080,0.842,21.377,23.059,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/23 9:38,6/30/23 9:39,IP Address,58,26,FALSE,7/7/23 9:39,R_CdzmRHYdSOdwTkZ,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,480x800,16.601,19.465,20.247,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/23 9:38,6/30/23 9:39,IP Address,58,21,FALSE,7/7/23 9:39,R_p6NCLiaCH8nvvEt,anonymous,EN,0.800000012,Chrome,109.0.0.0,Windows NT 10.0,480x800,12.463,12.463,13.25,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/23 18:14,6/30/23 18:15,IP Address,58,17,FALSE,7/7/23 18:15,R_yjyBtOSSSM1oCl3,anonymous,EN,0.899999976,Safari iPhone,15.6.1,iPhone,375x667,5.281,15.268,16.416,11,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/23 18:59,6/30/23 18:59,IP Address,58,13,FALSE,7/7/23 18:59,R_bmaKp4AIp5umVIB,anonymous,EN,0.899999976,Safari iPhone,16.5.1,iPhone,393x852,11.045,12.387,12.979,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/23 23:14,7/7/23 23:21,IP Address,100,378,TRUE,7/7/23 23:21,R_VL0gv7ben4GCA9j,anonymous,EN,1,Firefox,115,Windows NT 10.0,1600x900,14.122,14.122,16.85,1,"Yes, I provide my consent and want to take part.",,,,,,,,44.312,184.148,199.725,17,Proposal A,2: Preference for Proposal A,"Neither sound great, but at least A is guaranteed to protect some.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.051,52.297,59.162,10,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",1.871,1.871,2.601,1,25 - 34 years old,Female,,White or Caucasian,,6.426,11.55,12.191,3,Completed high school / secondary school,Brazil,No,No,Yes,,"No, please describe:",n/a,n/a,1
7/1/23 2:47,7/1/23 2:48,IP Address,58,44,FALSE,7/8/23 2:48,R_3qlnJLO7EgdzqW7,anonymous,EN,1,Chrome,110.0.5481.154,Android 13,384x857,12.987,42.918,43.725,9,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/23 1:30,7/2/23 1:30,IP Address,58,5,FALSE,7/9/23 1:30,R_3nx8l0XmFYlzyVY,anonymous,EN,1,Chrome,114.0.0.0,Android 10,412x915,2.704,4.387,5.231,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/23 7:29,7/2/23 7:55,IP Address,58,1592,FALSE,7/9/23 7:55,R_3NJTxNS4NqaFDnB,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1280x720,91.129,91.129,92.551,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/23 18:55,7/2/23 18:55,IP Address,58,17,FALSE,7/9/23 18:55,R_p3EIFpWS9OO3iG5,anonymous,EN,0.800000012,Chrome,114.0.0.0,Windows NT 10.0,1920x1080,2.734,4.469,5.26,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/23 18:56,7/2/23 19:06,IP Address,91,618,FALSE,7/9/23 19:06,R_PXqn3HIkmz0xvAR,anonymous,EN,0.800000012,Chrome,93.0.4577.63,Windows NT 6.3,1920x1080,45.438,50.843,62.341,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,20.817,84.341,131.67,3,Proposal A,3: Slight Preference for Propsal A,The risk of Plan A is lower,,,,,,,,,,,,,,,4.662,23.077,36.758,12,2: Somewhat Agree,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,1.365,1.995,6.769,2,25 - 34 years old,Male,,White or Caucasian,,1.242,88.725,90.916,6,Bachelor's degree,the United States,Yes,Yes,,,,,,3
7/2/23 18:56,7/2/23 19:06,IP Address,91,619,FALSE,7/9/23 19:06,R_1ln3WybBsne8pvy,anonymous,EN,0.800000012,Chrome,93.0.4577.82,Windows NT 6.1,1920x1080,45.01,50.388,61.221,3,"Yes, I provide my consent and want to take part.",,,,,,,,116.411,123.576,129.395,3,Proposal A,3: Slight Preference for Propsal A,The risk of Plan A is lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.401,26,38.378,8,"1: Strongly
Agree",3: Neutral,"1: Strongly
Agree",2: Somewhat Agree,3: Neutral,4: Somewhat Disagree,3: Neutral,"1: Strongly
Agree",2.382,2.382,7.414,1,25 - 34 years old,Female,,White or Caucasian,,0.663,88.047,90.563,4,Bachelor's degree,the United States,No,Yes,,,,,,1
7/2/23 21:04,7/2/23 21:07,IP Address,91,170,FALSE,7/9/23 21:07,R_246Kws9Rc3iT7ee,anonymous,EN,0.800000012,Chrome,93.0.4577.82,Windows NT 10.0,1920x1080,100.267,100.267,101.201,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.091,9.925,13.166,3,Proposal B,6: Preference for Proposal B,good,,,,,,,,4.407,9.702,10.392,8,2: Somewhat Agree,3: Neutral,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3: Neutral,"1: Strongly
Agree","1: Strongly
Agree",1.488,1.488,2.712,1,25 - 34 years old,Male,,White or Caucasian,,1.94,10.972,11.925,4,Completed high school / secondary school,usa,No,Yes,,,,,,4
6/29/23 8:26,7/4/23 5:41,IP Address,60,422085,FALSE,7/11/23 5:41,R_22PuIbAkdI2dDfu,anonymous,EN,1,Chrome,114.0.0.0,Macintosh,1440x900,38.424,38.424,39.203,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/23 13:46,7/11/23 13:48,IP Address,100,153,TRUE,7/11/23 13:48,R_6fjgKifM8fq64bT,anonymous,EN,1,Chrome,110.0.5481.154,Android 12,360x800,7.392,8.184,8.448,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,0.591,66.137,78.048,25,Proposal A,1: Strong Preference for Proposal A,I wouldnt want to risk loosing all of the animals. Saving at least 300 is good enough for me,,,,,,,,,,,,,,,1.489,23.273,24.165,21,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,0.993,1.379,1.919,2,18 - 24 years old,Female,,White or Caucasian,,4.598,11.398,11.723,7,Completed high school / secondary school,England,Yes,No,Yes,,Yes,,,3
7/4/23 8:05,7/5/23 6:14,IP Address,58,79742,FALSE,7/12/23 6:14,R_2xQ43yLkQN28PVE,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1920x1080,22.591,22.591,23.72,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/23 19:54,7/12/23 20:03,IP Address,100,535,TRUE,7/12/23 20:03,R_Aole93GlI4WDiMN,anonymous,EN,0.800000012,Chrome,114.0.0.0,Windows NT 10.0,480x800,13.001,13.001,13.84,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.904,216.243,217.081,6,Proposal A,2: Preference for Proposal A,"Satisfied at the moment, I also really want not a single tree to be cut down, but no matter what I try, if I don’t succeed, then 900 trees will be cut down, so I prefer plan A",,,,,,,,21.742,80.535,81.932,10,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3: Neutral,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",6.261,6.261,8.57,1,25 - 34 years old,Male,,White or Caucasian,,3.578,95.931,96.744,5,Some high school / secondary school or less,denver,No,I'm not sure,Yes,,Yes,,no,4
7/17/23 6:35,7/17/23 6:37,IP Address,100,147,TRUE,7/17/23 6:37,R_w5z8C4OvI3FbZ4Z,anonymous,EN,1,Chrome,114.0.5735.196,Android 11,360x800,3.407,7.182,8.096,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,1.851,43.554,51.605,13,Proposal A,3: Slight Preference for Propsal A,More solid chance of survival ,,,,,,,,,,,,,,,,,,,,,,1.157,33.165,34.979,20,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",1.258,1.716,2.4,2,18 - 24 years old,Male,,White or Caucasian,,2.605,16.372,17.061,8,Bachelor's degree,United Kingdom ,Yes,No,Yes,,Yes,,N/A,2
7/17/23 6:50,7/17/23 6:53,IP Address,100,190,TRUE,7/17/23 6:53,R_2t5Npl2gFjvcawG,anonymous,EN,1,Chrome,114.0.0.0,Windows NT 10.0,1536x864,5.25,5.25,6.781,1,"Yes, I provide my consent and want to take part.",33.441,46.627,91.619,4,Proposal A,3: Slight Preference for Propsal A,"2/3 is a lot of chance to have none saved, so sure chance to have 300 saved looks more ethical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.134,44.901,46.626,8,4: Somewhat Disagree,2: Somewhat Agree,2: Somewhat Agree,4: Somewhat Disagree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree",1.541,1.541,2.859,1,25 - 34 years old,Male,,White or Caucasian,,3.958,9.612,10.425,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Belgium,Yes,No,Yes,,Yes,,,0
7/17/23 6:53,7/17/23 6:56,IP Address,100,139,TRUE,7/17/23 6:56,R_2tzhcIWTzSKmP6m,anonymous,EN,0.899999976,Chrome,110.0.5481.153,Android 10,360x820,7.028,9.247,10.609,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.316,33.855,37.701,18,Proposal B,7: Strong Preference for Proposal B,Y,1.894,10.368,10.666,13,2: Somewhat Agree,4: Somewhat Disagree,4: Somewhat Disagree,4: Somewhat Disagree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,6.715,9.188,10.06,4,25 - 34 years old,Male,,White or Caucasian,,4.258,15.962,16.901,9,Bachelor's degree,United States ,Yes,No,Yes,,Yes,,,5
7/17/23 7:29,7/17/23 7:30,IP Address,100,98,TRUE,7/17/23 7:30,R_3qkFYtd7bQ5xM1o,anonymous,EN,1,Safari iPhone,Unknown,iPhone,414x896,1.976,3.722,4.458,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.746,23.636,25.753,8,Proposal A,2: Preference for Proposal A,,,,,,,,,1.707,9.406,10,14,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,1.389,1.389,2.383,1,18 - 24 years old,Male,,Asian,,3.888,11.18,17.32,5,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Chinese ,Yes,No,Yes,,Yes,,,4
7/17/23 7:41,7/17/23 7:42,IP Address,100,57,TRUE,7/17/23 7:42,R_1Q57S8lDbWeNJKE,anonymous,EN,0.800000012,Chrome,107.0.0.0,Windows NT 6.1,1920x1080,4.965,10.045,11.308,2,"Yes, I provide my consent and want to take part.",,,,,,,,3.312,6.799,9.185,3,Proposal A,2: Preference for Proposal A,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.356,1.356,3.184,1,3: Neutral,3: Neutral,"5: Strongly
Disagree",4: Somewhat Disagree,4: Somewhat Disagree,"1: Strongly
Agree","5: Strongly
Disagree","1: Strongly
Agree",1.348,1.348,2.634,1,35 - 44 years old,Female,,White or Caucasian,,0.796,5.486,6.003,4,Bachelor's degree,usa,No,No,Yes,,Yes,,,1
